,,EP_TTM,EP_LYR,BP_LF,BP_LYR,NCF_TTM,OCF_TTM,SP_TTM,SP_LYR,FCFP_LYR,EV/EBITDA,DYR,sales_gr_TTM,net_asset_gr_TTM,gross_margin_gr_TTM,net_profit_gr_TTM,total_asset_gr_TTM,net_cash_flow_gr_TTM,invest_cash_flow_gr_TTM,finance_cash_folw_gr_TTM,operate_cash_flow_gr_TTM,operete_profit_gr_TTM,CUR,QR,BOOK_LEVEL,DEBT_TO_ASSETS,CASH_FLOW_LIABILITY,DEBT_TO_EQUITY,REV_5D,REV_10D,REV_3M,REV_6M,REV_1Y,REV_3Y,REV_LAST1M_MAX,LN_HIGH-LOW,RVI,RSTR12,CYF,CRY,CR20,RSI,DEA,MACD,K,D,J,INDUSTRY_SW,CAP
2015-08-31,000100.SZ,0.06661920326285277,0.06366614906309045,0.4898481825952528,0.3638656638631797,0.11385092353713795,0.1397152127741286,2.07845896123534,2.0206378984572537,-0.06642762645113692,7.0184664296406085,1.9523214333753591,15.3959,44.9041,0.8958,14.3342,33.3863,670.03,-307.33099999999996,1185.1332473,55.3508,69.5885,1.1949,0.9978,0.6366,68.3768,12.892000000000001,3.1355,0.95116279,0.71130435,0.58096591,0.80105348,1.57469448,2.32413511,0.06265664,0.4618180446592962,-0.375,36.65358869892201,80.67323338142941,7.593935611781592e+24,0.583174,34.97234494274502,-0.21367325412746405,-0.18446282755585647,19.6150074697528,19.40352542030126,20.037971568655887,电子,36795773605.76
2015-08-31,000157.SZ,-0.013898286285907998,0.013407323137829606,0.905753406316708,0.920598138853649,-0.04141747870245225,-0.16398374976798413,0.5062998014485187,0.5834267884749013,-0.26371581953702194,26.573873459044236,0.8695652173913045,-30.6869,-3.0429,-6.9601,-133.3905,9.41,8.2234,-36.5041,71.3424,-44.606,-144.6039,2.2432,1.8709,0.5801,59.3209,-20.1816,1.4898,1.02131439,0.77077748,0.57321508,0.93170489,1.22004304,0.66491015,0.10044313,0.4441623980618481,0.55555556,42.815811053691036,73.83061398563746,7.225882347749486e+24,0.78622148,45.376898583872965,-0.18638000283396053,-0.19089347390855746,25.075706695090943,21.91128083273404,31.404558419804737,机械设备,36005885422.75
2015-08-31,000166.SZ,0.06581863757072323,0.024570313429807044,0.3311028794863399,0.1543002804334995,0.19497037230683936,0.340371936823162,0.14637620721267725,0.06205374066951909,-0.13269547035089882,,,125.4015,,,195.7057,,1440.1559481999998,166.2262,401.5577,583.432685,206.7215,,,,89.0492,,8.3887,0.86464088,0.6889215,0.49033943,0.61816985,,,0.05223316,0.4784902431230542,-0.73214286,27.61532507130401,74.09303269679485,7.792788591370982e+24,0.32682598,25.37532917369235,-0.6424476841897712,-0.43196946556571997,13.550180869883265,15.1262970609289,10.39794848779199,非银金融,30782741001.42
2015-08-31,000333.SZ,0.09947250664406364,0.08551605775214126,0.3684278625468396,0.321395044119835,-0.05473649615139232,0.1663767884155061,1.1957215379542523,1.1535564431804273,0.009869516335287057,6.933065265642284,3.4327914654024663,10.9394,29.1854,5.4729,24.1708,20.0637,-80.7286,32.0911,-1107.5412,3.95,26.3018,1.2142,1.099,0.0135,63.0072,23.0553,1.9355,1.13884494,0.88096695,0.76406582,0.95511292,1.30537718,,0.06186869,0.4335010360576008,0.44196429,44.35968005083309,63.19794774680485,7.805017449411758e+24,0.49609578,53.65556161262744,-1.0148038158498829,-0.3223077860410677,39.55858207481015,24.84159922504932,68.9925477743318,家用电器,64471484007.66
2015-08-31,000338.SZ,0.05917157225614756,0.1333927100092053,0.8480161519800066,0.8619676385754567,0.07078554923748527,0.3188808807050341,2.133132371743718,2.1142425749434968,0.21589650730200596,3.1300714540650816,1.3269639065817411,33.2991,1.1638,9.4778,-43.9366,-10.3279,-37.4817,-338.3113,-701.613,109.9169,-38.3841,1.3775,1.074,0.7290000000000001,63.9362,27.7028,2.3053,0.96615385,0.72964589,0.53533466,0.72076807,0.94143746,1.02106431,0.06920415,0.5008328097169403,0.25396825,22.679153987693077,72.8863755739995,6.883126701642836e+24,0.62915465,38.923501922226315,-0.2825529738665179,-0.19857821021029154,20.160731579037808,18.709474959962602,23.06324481718823,汽车,19708239271.08
2015-08-31,000402.SZ,0.1299010073690715,0.11129915144012872,0.9244426498636305,0.920711724751092,-0.03137962985074913,0.02783829384412285,0.8606557685540104,0.8377840908819979,-0.24388263561087564,11.79658410736346,2.8409090909090904,27.7316,11.0697,-26.217,13.7919,9.4884,29.9341,32.7358,-87.6679,112.4671,15.2166,2.6225,0.6302,1.2834,69.0333,2.7267,2.6029,1.01969873,0.79136691,0.60068259,0.92265389,1.36502219,1.44980815,0.05125,0.396272659924,0.11111111,39.766915051604464,67.26947917915507,7.843471707542275e+24,0.45380173,42.067875714209826,-0.4241830211437868,-0.20798112445170536,26.869624944493648,22.47959939478402,35.6496760439129,房地产,26285573028.000004
2015-08-31,000413.SZ,0.04467655919051005,0.0434125230427191,0.3257160846887416,0.31731411214257355,0.13905255646536915,0.07507095920285214,0.13211816523106035,0.10566392785870678,-0.032703125341877505,18.50708749554529,1.3123359580052496,68.8913,6.2039,-21.6865,30.4275,44.53,225.8053,27.5036,40.6219,163.1358,-6.1173,2.4885,2.1819,0.7017,56.5923,36.8041,1.3562,0.89122807,0.82826087,0.55701754,0.70290496,0.93209458,2.25602263,0.1002331,0.4202660467202636,,41.295158603424774,84.83765836222436,6.745706630988491e+24,0.67276051,42.09008893760616,-0.31239283946374113,-0.3604680285076684,12.999095746991832,21.589734763121896,-4.182182285268296,电子,15382539720.0
2015-08-31,000415.SZ,0.03965383369755995,0.033464147181515545,0.3770242573344735,0.3587009138472121,-0.07453720619115115,0.21462708844687425,0.2953112889869929,0.25109048944708623,-0.26371581953702194,23.213958531015397,0.6501950585175554,-1.8908,9.8497,-0.7648,-10.933,38.7704,-174.1608,4.1536,-35.0716,-1.3959,-11.8345,0.5973,0.5972,1.6796631999999998,85.3908,21.7909,7.5307,0.99225806,0.78071066,0.57430919,1.17106054,1.73812814,2.53970597,0.09876543,0.3698530363192874,-0.62264151,41.17802607161666,78.33883300254855,7.739793210372074e+24,0.7963618,40.04997363118905,-0.2257546873781929,-0.20928913993270887,32.85567490564425,31.089826795274487,36.38737112638377,非银金融,23958478053.52
2015-08-31,000423.SZ,0.053259910247429085,0.04796519193746545,0.21682634523138095,0.20802732163831367,-0.013041404808600129,0.01793492738875167,0.16964247641966848,0.1408174492127282,0.020623643495832397,16.420344711078393,1.8378130025269928,21.046,18.7294,0.6646,18.2991,20.9465,53.3847,66.7728,26.6467,-57.168,19.3361,4.69404035,3.8564,0.0096,14.9339,45.3259,0.17800000000000002,1.05425042,0.86626866,0.74826779,1.13129824,1.17986865,1.26050054,0.0740268,0.34769030298249004,0.3411215,43.055081077877475,69.52673607159743,7.482703011910598e+24,0.7612401,46.94222951391761,-1.2478419416922637,-1.0100010424098145,37.21318702413949,28.68990412053226,54.25975283135396,医药生物,28456405873.77
2015-08-31,000425.SZ,-0.011271989374718999,0.013411641301013948,0.6887294814459644,,-0.046052058902660516,0.019135160070959015,0.6293233006500627,0.7562885532522845,0.05165255214360605,20.4411239417695,0.4597701149425287,-27.3486,7.5871,6.5864,-128.6406,-2.7991,10.1034,94.3224,-236.7201,480.7179,-128.7448,1.7825,1.4475,0.2974,55.6088,2.8703,1.2693,1.17779783,1.06011373,0.76238325,0.93890639,1.64751499,1.08036695,0.10029791,0.3468364949384444,-0.31746032,60.274839386172225,86.35855087480711,7.890894993086571e+24,1.628859072575,69.57660633900471,-0.08411281376986318,0.14574751718922566,70.41023200051298,55.03585003201627,95.40520781078185,机械设备,30752350930.35
2015-08-31,000503.SZ,-0.0012771504578183725,0.0011227842602721722,0.057905854169554384,0.05889961054685365,0.003832624443624408,-0.0006235012670317867,0.008161504333654973,0.008768888277353695,0.003983531897817924,89.23599689534011,,-5.7347,1.4691,-14.8133,-191.1207901,-2.8939,-46.1686,197.5402,-1146.4346472999998,-113.6996,-197.84754089999998,4.69404035,4.543765250000001,0.0017,4.5888,-23.0463,0.0485,0.8424098,0.55957495,0.33673469,0.61111111,1.28973424,4.296875,0.1,0.7623774830446288,-0.66239316,28.29416250018837,88.3020106821055,6.745706630988491e+24,0.34827791,25.137039887933923,-2.434191618095986,-2.0857751783120997,11.100180366897783,13.060005379891724,7.1805303409099,医药生物,22224682705.5
2015-08-31,000538.SZ,0.03642128224187397,0.03469006983545407,0.1649297215949003,0.1548279585057136,0.017357681302366406,0.03281723805340842,0.27310376693495164,0.26043565824736753,-0.009601774236400705,23.159231194578837,0.7207726683004181,15.1702,26.7405,2.8647,4.1339999999999995,27.8851,314.33099999999996,-68.9623,273.2331,111.5587,3.0113,3.7913,2.5331,0.087,29.0755,58.5283,0.4135,1.11080865,0.92691074,0.93250864,1.105518,1.33197734,1.78923648,0.04836726486499999,0.2973592235331451,0.52888889,48.46926425669858,37.73413754426901,7.783273282102573e+24,0.74506438,56.38288604442246,-1.7568598265174038,-0.7999198462625019,44.59582775046346,29.67471358016173,74.4380560910669,医药生物,72238780117.42
2015-08-31,000540.SZ,0.06545179626410623,0.05074010276766799,0.26667324506245194,0.2309952990321494,0.01660457307313185,-0.0749304947567438,0.4505634035082845,0.36042853487826,0.0064049510730001475,18.399988635070773,1.0897410623294803,41.9012,100.15316284999999,-10.5122,34.2033,9.5895,11.0316,77.7625,1185.1332473,-263.467,48.0958,1.4727,0.2926,0.9979,79.7441,-9.1978,4.0921,,,,,,,0.06893204,0.601810718348864,,27.80806967355335,,6.745706630988491e+24,,18.10418463471544,-0.3835543797747827,-0.4184231502535928,14.011189225183706,15.715059310089885,10.603449055371357,房地产,23587944031.02
2015-08-31,000559.SZ,0.020332442067114032,0.017859248637164253,0.09741021862712547,0.10056657921621608,-0.012593228775996616,0.03511707236380775,0.2567084642601921,0.24835026201875746,0.056467225643413374,28.36166012604306,1.4492753626978516,4.1405,5.78,3.0907,13.4785,-8.285,-4.794,125.6211,-243.6414,-9.0314,8.8115,1.4041,1.0281,0.3868,59.1455,30.9087,1.5916,0.98740698,0.73435504,0.64150242,1.46544943,1.54054566,6.12640776,0.10021436,0.566452733931954,-0.28925619999999996,43.665746998467576,84.56812513964111,8.088346688921415e+24,1.07272727,41.80896631262107,-0.08347552833636017,-0.8392823680754113,26.65745183274344,25.082538401117354,29.807278695995606,汽车,39500794182.0
2015-08-31,000568.SZ,0.03080146506236103,0.028740963661721044,0.32415802307924396,0.3173058525418414,-0.09904533264870907,-0.03605262619861889,0.17681508306052354,0.17488524254685425,0.04244264930228919,21.267964180238284,3.664681630783326,-38.5808,1.5322,-6.5891,-61.3704,-2.8438,-171.2372,62.478,29.1792,-164.296,-64.8944,2.843,2.0026,0.0145,26.3939,-32.0672,0.3615,1.05458937,0.82113688,0.80185725,1.08366381,1.2118391000000002,0.65296522,0.07527976,0.3775519324860361,0.31914894,41.57435669654593,66.55148122902074,7.914282983648024e+24,0.71888807,45.194522693680035,-0.5910261685560118,-0.5702136892877643,33.74384981755436,27.641939676335376,45.94767009999232,食品饮料,30573470813.63
2015-08-31,000623.SZ,0.11437205078383625,0.06377607724945196,0.7767406553890024,0.5687860863524911,-0.0006142013826278928,0.01426101614546795,0.1014689069016204,0.10127277502498916,0.006282485639193262,13.347832049326227,0.8087343307723411,0.8028,55.518,-5.2475,115.037,50.0347,-103.2784,-218.6931,126.6348,18.156,101.9963,2.9812,2.5058,0.0377,8.537,32.5652,0.0945,0.95741386,0.76896766,0.5765345000000001,0.80966558,1.44805576,1.54655311,0.06898907,0.4420314211979406,-0.30833333,39.32767840877317,80.80752720798834,7.879193195453718e+24,0.72384493,39.328683915594134,-0.9922954697297652,-0.6426739313036112,24.316562949162304,22.776199995603232,27.397288856280433,医药生物,19512976931.41
2015-08-31,000625.SZ,0.13393698750222813,0.11229538880083297,0.4381946393895474,0.3807590720719529,0.0913110807043497,0.09912921073705684,0.9172382741728172,0.7858562473603777,0.036190396551609515,5.4317634213506425,1.7313019390581714,43.8355,36.8067,1.6591,55.3825,32.0037,730.9852,562.5983361,-35.8035,288.1118,61.3878,1.0024,0.8320000000000001,0.2176,63.3347,15.0906,1.7151,1.14512292,0.84543326,0.64258926,0.72018136,1.10533129,2.9059272000000003,0.09382925,0.4443468956523717,0.74025974,44.48874049902607,71.3631459536058,7.816902854258496e+24,0.48012953,54.704657621496885,-0.7612308119651561,-0.13545751975363585,36.42465993253193,24.51956181889205,60.23485615981168,汽车,48915745119.0
2015-08-31,000627.SZ,-0.013431198105663294,0.008588940651972576,0.14461798724281827,0.14847424972255793,0.0024325517711572173,5.463978138845721e-05,0.06560612646721667,0.08263254837152598,-0.030079128392618008,48.12608286472288,,-36.7277,-10.1749,56.5743532,-191.1207901,-10.5681,211.6777,-79.3062,128.1455,100.89200000000001,-197.84754089999998,0.7318,0.483,0.0693,31.898000000000003,0.0919,0.4823,0.95244386,0.7166998,0.42536873,0.7871179,2.3485342,2.41137124,0.10040706,0.5076409076984708,-0.47222222,40.302038730076795,82.23749093816734,7.895806241628323e+24,0.87165021,39.51436994892873,-0.407726325556142,-0.2868167667187691,21.98551645515621,22.431725191317838,21.09309898283295,非银金融,9759379328.86
2015-08-31,000630.SZ,0.010567475327816916,0.00931509505982149,0.4645080751987832,0.4594064963117616,-0.0093089388454592,0.18416078960602908,2.133132371743718,2.2427151180412657,-0.027748191817242026,21.144880985597144,0.2962085308056873,14.3876,34.8453,4.2383,-15.1003,14.9774,-114.0245,-311.6321,21.7366,279.6394,-22.4261,1.0818,0.7552,0.5016,69.1289,21.5846,2.367,,,,,,,,0.0,,6.341475441661714,,,,,3.701271340909029e-05,-2.3687333535149497e-05,77.64474690068087,55.03585003201627,105.4510085988394,有色金属,23996074288.16
2015-08-31,000651.SZ,0.1275586830815555,0.1275352490941938,0.370436406755267,0.3978066624003457,0.19497037230683936,0.264798009987403,1.1712359627135849,1.2411034067030504,0.20864038412883606,2.206901064104937,5.777856840317586,5.1762,14.8844,-1.0683,12.5119,25.9356,143.5769,-361.7379,299.7356,77.87,10.530999999999999,1.0328,0.9529,0.0195,74.3169,24.2808,2.9639,1.07580175,0.82921348,0.60790911,0.98625275,1.31200897,1.95489709,0.05973578,0.3975467504188495,0.38043478,33.811791142826706,70.93892190496982,7.850623943806325e+24,0.41930379999999995,37.00365330303417,-1.0233085285452634,-0.23862121882244705,39.513334316522176,30.686737163031893,57.16652862350276,家用电器,110200715804.7
2015-08-31,000671.SZ,0.0803945202589091,0.07291657527888029,0.36333210470032257,0.3537928122362429,0.06083467361038671,0.07934134124001094,0.8433916999938001,0.7653566027342196,-0.26371581953702194,17.857548550292307,1.140184863916428,99.26100000000001,93.36,-3.5744,128.0624,20.7473,697.7557,-176.9839,-93.4751,115.186,132.3966,1.4480000000000002,0.2287,1.0257,84.2841,4.0919,6.6121,0.99361249,0.74746396,0.572922,0.82516869,1.22876035,2.9977105,0.05392157,0.4252471170602025,-0.67708333,31.6024834870192,60.82695657883982,7.664718821490669e+24,0.44647887,27.390197819999827,-0.3434069638671532,-0.1980830802818188,26.986522877388467,25.181734733793178,30.596099164579048,房地产,14661643667.999996
2015-08-31,000709.SZ,0.015297732849194575,0.01478730238717352,0.9207158452953876,0.91282810515526,0.017687869001919158,0.2800860926678919,1.9092084432663463,2.0840825798318496,0.15174689297988114,11.920089199893402,,-15.1797,1.5836,27.2414,56.3098,4.918,-75.8666,33.0355,43.8083,-43.4613,92.6341,0.4917,0.2548,0.29600000000000004,73.4611,11.7271,2.9047,0.7047619,0.63428571,0.78723404,1.28323699,2.01818182,1.73322817,0.07407407,0.527632742082372,-0.57894737,13.480327802718243,84.6724379750545,6.745706630988491e+24,-0.3731442625749999,13.88624205029906,-0.20459727718161247,-0.5028281617848139,17.32210768977031,27.948464121308646,-3.930605173306368,钢铁,47138999267.880005
2015-08-31,000723.SZ,-0.0044028160125291075,0.0035725017243852437,0.16376707247553826,0.1734421528424861,-0.03753970202546472,-0.03568187241267242,0.3539033188649691,0.37590982638745213,0.0017103359777090276,50.396505586583736,0.05257623554153523,-16.9434,-2.4928,48.7758,-189.0966,23.3657,-190.5285,100.7456,95.5731,-183.1476,-165.5564,1.7888,1.5745,0.0,45.1728,-24.3268,0.8956,0.84233835,0.6065050999999999,0.42531306,1.15133172,1.40472674,1.70009412,0.10035088,0.6827654079249752,-0.23076923,34.533640493029914,92.02484088524784,8.039576613527054e+24,0.74129606,29.833732373215128,-0.3122942254695663,-0.4318821609178547,14.761770444611976,17.007470186354713,10.27037096112651,采掘,1853157619.53
2015-08-31,000725.SZ,0.03216889060252981,0.023741019055337768,0.7204141273723185,0.705662800813629,-0.08302908040140246,0.09540015506467124,0.4046889028931246,0.34114478002006265,-0.1641678578969651,12.390011446802927,,29.8541,5.0291,2.1067,18.0629,10.0995,-148.2806,-29.2691,-77.6307,21.3788,75.0938,2.9819,2.6898,0.5373,43.9831,52.6394,0.7933,0.9331306999999999,0.74154589,0.59844055,0.98397436,1.32900433,1.79532164,0.05629139,0.3934889170614487,-0.61538462,35.49100028345008,79.31185404923485,7.74285728214727e+24,0.60540541,33.9732013846991,-0.19241354200081648,-0.1175984400984545,20.154308466243172,22.462392097736455,15.5381412032566,电子,71695313411.87999
2015-08-31,000728.SZ,0.08386033823057673,0.0433794266215209,0.6040382227384322,0.5521401872379397,0.19497037230683936,0.340371936823162,0.1806761783102972,0.11024081472366874,-0.1951213296971888,,0.6211180124223602,126.1612,18.9056,,171.873,102.31858619999998,1440.1559481999998,-1.0514,70.1013,583.432685,175.9902,,,,79.3283,,3.8375,0.88315963,0.64840918,0.45352113,0.51627043,1.24758704,1.55923338,0.06866953,0.6032608614847166,-0.33628319,28.528697625710286,70.83594074605094,7.554962080451606e+24,0.40758056,25.48531423752105,-1.052392999044923,-0.6307834326821924,14.654665760907516,14.590971541829346,14.782054199063857,非银金融,31622010000.000008
2015-08-31,000768.SZ,0.004138014293626766,0.004515455400835167,0.1900306990149113,0.15295350777468433,-0.024477023331623684,-0.027587493631962317,0.28752139210346955,0.2719887461835752,-0.028167091559520237,69.84456889216528,0.34050865356608834,36.3104,3.3236,-22.7822,51.467,12.1114,-229.3591,8.8346,202.3354,-163.0532,75.4934,1.3608,0.6783,0.1205,63.7081,-9.8972,1.9685,1.00071098,0.7384575,0.61358925,1.08678097,2.26064374,3.93811132,0.1,0.6513823291135673,0.53543307,40.05050041581025,77.61811170333563,6.745706630988491e+24,0.57552889,44.384221676250114,-1.7486913742355406,-2.052085468843573,24.17711948939934,20.992357805848247,30.546642856501546,国防军工,69744488277.25
2015-08-31,000776.SZ,0.11457942346414328,0.048962523050293215,0.7076104534190637,0.3861468297906724,0.19497037230683936,0.340371936823162,0.277567950810368,0.1305809495246335,0.2469854059574084,,1.4858841010401187,128.8390092,100.15316284999999,,226.6417901,102.31858619999998,1440.1559481999998,-588.1913361000001,1185.1332473,583.432685,229.2791409,,,,85.5657,,6.0959,0.97113997,0.70842105,0.47917408,0.61133005,1.29013325,1.02960217,0.08604845,0.5428297242452701,-0.09574468,31.619248883313237,61.67516460488058,7.924853905521053e+24,0.32698922,32.9510815689343,-1.3311740905491112,-0.5847486669670747,20.83139500592198,16.938762895371383,28.616659227023177,非银金融,79673663105.44
2015-08-31,000783.SZ,0.07791549653280737,0.03805397461902072,0.35445776076511354,0.31105564073838604,0.19497037230683936,0.340371936823162,0.17053711966082769,0.10148554586360722,-0.26371581953702194,,1.5873015873015872,121.2209,24.4537,,195.5745,102.31858619999998,1245.978,49.0544,1073.3718,583.432685,200.5924,,,,88.0819,,7.3986,0.98849372,0.73943662,0.52757256,0.68535127,1.59152524,2.30951924,0.09961686,0.5366433067919317,0.22368421,38.93343412272314,76.11037233499317,7.287157206007045e+24,0.61066008,42.166177615238645,-0.6699058054856917,-0.4061063207790254,23.84312148660737,19.310451532376252,32.90846139506961,非银金融,44815368698.1
2015-08-31,000786.SZ,0.04071885846653603,0.04207753301027545,0.2774996696908233,0.27437193810951954,-0.005359869660689074,0.0611809400484733,0.3089428889136395,0.3157392782555685,-0.0148752294171839,13.082269191998046,1.143702906350915,1.0445,64.8943,-1.1867,3.438,18.5384,-265.0226,-146.5456,257.8487,2.5591,-0.5764,1.1767,0.8094,0.1158,39.1584,35.4635,0.7581,,,,,,,,0.0,,6.341475441661714,,,,82.87250914918476,0.0019829330120468827,-0.0012687702964604402,3.4246483328660067,12.583548073814926,-14.893151149031832,建筑材料,21372574000.0
2015-08-31,000792.SZ,0.04236476257089775,0.04471703062738258,0.6134583055561488,0.6072824404246309,0.08091167616316476,0.04272444342379725,0.36355657164931465,0.35966907389273745,-0.02334182560153902,20.496585020306817,0.4696886947023485,29.6011,6.4046,1.3238,102.3469,27.8797,238.4905,14.8485,4.3637,195.7728,112.7108,0.7074,0.5439,1.6796631999999998,73.6283,6.4133,3.035,1.00715072,0.74887526,0.56239348,0.68772087,0.98456553,0.56943615,0.05433376,0.4416542764620385,0.21126761,39.676382248286,51.099584044259814,7.866829778980917e+24,0.6818278,40.28508369002189,-0.5956687952442282,-0.4870193013826476,23.250952549934112,21.81942877532751,26.11400009914732,化工,28680358274.19
2015-08-31,000826.SZ,0.029977664042126814,0.027681477603216563,0.1908071987966825,0.17845686368489494,0.002784433142504039,0.013632193270039198,0.1760061275225258,0.15061447159120755,-0.011419100074193776,25.730657726188817,0.2913752913752914,52.1859,18.2934,5.3763,28.1758,41.1616,-75.5701,-509.783,8.3994,142.6377,31.3973,1.1346,1.0588,0.3498,54.1826,8.3961,1.2083,1.0681606000000001,0.82046378,0.64569029,1.25945084,1.44770559,2.18885453,0.10003269,0.4458116565285666,0.62944162,44.97724281064729,58.61701113556225,8.013284045264317e+24,0.59047866,49.995822423512344,-0.7982661890990725,-1.0269607626537112,32.82248616156081,22.94963661600028,52.568185252681864,公用事业,28886312117.52
2015-08-31,000839.SZ,0.007962674961119751,0.005163841881830052,0.19221510987225726,0.17620602000524668,-0.010612352632077526,0.03780485163065666,0.06593518479916778,0.06668716678292777,-0.04720026832828047,50.11556093236375,0.8557980316645273,7.7647,22.9044,-20.9163,115.0676,-10.1325,-170.9638,-588.1913361000001,-196.6401,432.4524,185.7016,2.3618,2.1416,0.2406,38.1153,51.1004,0.6317,,,,,,,,0.0,,40.795361543605225,,,,28.542980023555966,-0.022356803344344183,0.013083997606045693,0.0617101121208676,0.4062694349663214,-0.62740853357004,综合,36634879328.97
2015-08-31,000858.SZ,0.05253013588513602,0.05974098407416214,0.41415207324174136,0.4037093071558023,0.02874537571553938,0.05874865789498041,0.21054904927535967,0.21512689066206406,-0.0025873675364932198,9.332747673630212,2.3319082782743874,-1.4231,8.0483,-8.186,-17.4983,6.0226,149.1597,49.4091,14.5154,407.5534,-20.4066,4.69404035,4.543765250000001,0.0047,12.7757,97.8943,0.1497,,,,,,,,0.0,,45.70609451671196,,,,43.591305914786226,-0.21121678038688887,0.10627412094562977,50.28578637090586,44.843399306011,61.17056050069557,食品饮料,97662898606.16997
2015-08-31,000876.SZ,0.056276811394302524,0.05103337748074383,0.4603900101072102,0.44464199110476105,-0.0001974957386051324,0.0793706492006662,1.703808149238906,1.7689958322199637,-0.0150893389291792,9.777436250096525,1.3164823591363877,-4.4375,38.2469,12.0083,11.6273,8.327,-100.57600000000001,-145.7426,-1146.4346472999998,111.5539,8.8363,1.033,0.6054,0.0394,31.2855,32.2438,0.5691,,,,,,,0.05872292,0.10894383149611,,51.28700887417576,,6.745706630988491e+24,,54.381851673696396,0.00805274280833435,0.022253464181927186,49.47758349604048,55.03585003201627,35.086279380658524,农林牧渔,32820567248.88
2015-08-31,000895.SZ,0.06442004353336606,0.06803109188929325,0.24346132565705994,0.26107216084422397,0.0144062220036708,0.09914686354109943,0.7579148392490415,0.7695136537246752,0.03945742276438531,9.830551085437357,5.26218269408931,-1.4885,7.3544,-2.1867,-13.0061,17.9954,154.9238,-160.0142,58.6847,52.1505,-8.985,1.2849,0.6555,0.0034,28.1455,99.5246,0.4127,1.05204678,0.86573628,0.69486288,0.86508602,0.76021286,0.94979384,0.06603774,0.3127074400187212,0.49541284,43.95591190536642,57.24698400665678,7.963591272669261e+24,0.58705357,50.172681694506245,-0.5915888197466981,-0.24184666374508398,35.55083283625956,27.356438649458987,51.939621209860704,食品饮料,32695547889.9
2015-08-31,000898.SZ,0.01363346256164973,0.025003661463571726,1.2939125810073169,1.2877155089708423,0.026296954027779408,0.06582321654688117,1.74758888597923,1.9950658585470171,-0.0759720467587433,8.932478351162757,0.8771929824561403,-15.3074,1.2567,21.0394,-22.6708,-0.3155,155.67600000000002,-11.3102,187.0761,90.1167,1.8605,0.7368,0.4446,0.1487,46.7758,6.9087,0.8863,0.90636042,0.75663717,0.63082286,0.95735268,1.47432313,1.42369426,0.10077519,0.5413411676919412,0.17777778,39.0622411563948,57.887412266214284,7.903435474782476e+24,0.53479381,37.744907907667816,-0.12383197777306472,-0.22037587341411424,21.821869747929195,23.824693093164395,17.816223057458796,钢铁,31544019672.3
2015-08-31,000938.SZ,0.015623057502630325,0.010896667111355052,0.1958759198706061,0.15410621688047274,0.020735393631482132,0.02469297019110908,1.073012593941432,0.9652065198061044,0.0057171041191175715,37.4371517296596,0.17847581652686062,30.2558,37.4981,1.0857,39.5297,36.8801,205.0131,562.5983361,-144.9163,276.0642,37.297,1.1963,0.8297,0.0851,55.378,9.6885,1.3969999999999998,0.95630654,0.72185004,0.81737317,1.92684572,1.87534299,5.10276289,0.10003923,0.4718893922977425,-0.65538462,37.90434846945117,83.64428042318241,8.034880139754203e+24,0.86921491,36.624320876325115,-1.3403129339518989,-1.0372214180190178,20.56264580828561,20.322129007600385,21.04367940965605,计算机,11546357764.89
2015-08-31,000959.SZ,-0.005221780248115833,0.0019288752848410915,0.7355828365571501,0.7251008449536759,-0.0017965323986043101,0.03884607545479362,0.6541426076370784,0.7385337290209392,0.2710588806270675,17.349088829707622,0.16286644951140064,26.3424,15.1509,27.6268,-191.1207901,5.0917,-155.335,-465.3217,312.4552,-9.7691,-197.84754089999998,0.25,0.0855,0.531,61.4042,4.9264,1.6054,,,,,,,,1.1916113407691648e-07,,8.092786048071405,,,,89.5529580834741,0.0011962959919988706,-0.0007650126215525666,77.64474690068087,55.03585003201627,104.18146969244663,钢铁,7405732037.62
2015-08-31,000961.SZ,0.0640713098348901,0.06925252248079881,0.6600131961599899,0.6365249754588028,-0.06342782941261617,0.012201491553863644,1.5239118327696188,1.5733712845821117,-0.26371581953702194,18.634722573660905,0.8431703204047218,2.8726,13.3745,-9.671,-40.3172,18.8782,-73.4159,-27.8019,-101.3956,101.5944,-38.3509,1.3474,0.318,1.1103,84.934,0.2778,8.1827,0.90465294,0.65164835,0.48218801,0.91059492,1.40562353,1.12696463,0.1,0.6200387087393069,0.0,29.83753924192472,56.768565808583794,7.696312586249533e+24,0.34444186,29.6912462104081,-0.4648376124558543,-0.3130974702480527,17.94549268927259,15.82509101849496,22.18629603082785,房地产,13803438983.02
2015-08-31,000963.SZ,0.032632418420043184,0.02387995837136122,0.08017030807938863,0.07154540981915053,0.005650475952756931,0.035900280228492,0.6381200486276712,0.5979660500093005,0.040779245741008115,22.77043278253461,1.26027397260274,14.0816,-4.4544,6.2278,36.6254,21.0604,450.4466,-130.9781,121.6635,80.4353,18.2847,1.2842,0.937,0.4594,73.6407,17.5565,3.0526,1.08148148,0.83276295,0.98052384,1.37105682,1.3043881000000002,2.4011609,0.08476674,0.30294954458256923,-0.92212389,47.93309902830005,59.84409937390365,8.371997658221493e+24,1.11991855,47.409665117097646,0.09319978017163033,-0.3204470807434696,37.7559724503898,31.856233308687987,49.5554507337934,医药生物,31686379343.0
